Date,High
1999-07-19,70300.0
1999-07-26,69300.0
1999-08-02,67705.0
1999-08-09,67500.0
1999-08-16,65700.0
1999-08-23,65200.0
1999-08-30,64700.0
1999-09-06,63500.0
1999-09-13,62700.0
1999-09-20,62200.0
1999-09-27,59600.0
1999-10-04,59400.0
1999-10-11,58900.0
1999-10-18,57800.0
1999-10-25,63900.0
1999-11-01,66900.0
1999-11-08,64700.0
1999-11-15,59800.0
1999-11-22,59400.0
1999-11-29,58500.0
1999-12-06,56900.0
1999-12-13,56400.0
1999-12-20,54800.0
1999-12-27,56300.0
2000-01-03,56500.0
2000-01-10,58000.0
2000-01-17,53600.0
2000-01-24,53700.0
2000-01-31,52300.0
2000-02-07,51650.0
2000-02-14,51700.0
2000-02-21,49800.0
2000-02-28,45400.0
2000-03-06,44700.0
2000-03-13,54900.0
2000-03-20,55700.0
2000-03-27,57800.0
2000-04-03,58600.0
2000-04-10,60100.0
2000-04-17,59700.0
2000-04-24,60200.0
2000-05-01,59500.0
2000-05-08,56500.0
2000-05-15,60000.0
2000-05-22,58800.0
2000-05-29,60800.0
2000-06-05,60600.0
2000-06-12,60100.0
2000-06-19,57200.0
2000-06-26,54850.0
2000-07-03,53900.0
2000-07-10,55100.0
2000-07-17,55200.0
2000-07-24,58300.0
2000-07-31,63000.0
2000-08-07,63000.0
2000-08-14,63200.0
2000-08-21,61700.0
2000-08-28,59700.0
2000-09-04,59600.0
2000-09-11,58200.0
2000-09-18,59800.0
2000-09-25,64400.0
2000-10-02,64300.0
2000-10-09,60350.0
2000-10-16,60000.0
2000-10-23,61200.0
2000-10-30,64900.0
2000-11-06,65600.0
2000-11-13,66500.0
2000-11-20,64000.0
2000-11-27,66000.0
2000-12-04,69700.0
2000-12-11,70000.0
2000-12-18,68800.0
2000-12-25,71300.0
2001-01-01,74600.0
2001-01-08,69300.0
2001-01-15,69200.0
2001-01-22,67800.0
2001-01-29,70200.0
2001-02-05,70400.0
2001-02-12,72000.0
2001-02-19,69800.0
2001-02-26,72100.0
2001-03-05,71700.0
2001-03-12,71800.0
2001-03-19,66200.0
2001-03-26,68400.0
2001-04-02,68200.0
2001-04-09,67700.0
2001-04-16,69700.0
2001-04-23,69500.0
2001-04-30,69100.0
2001-05-07,69790.0
2001-05-14,67900.0
2001-05-21,68100.0
2001-05-28,68700.0
2001-06-04,69800.0
2001-06-11,68600.0
2001-06-18,67000.0
2001-06-25,69400.0
2001-07-02,70500.0
2001-07-09,70900.0
2001-07-16,69500.0
2001-07-23,68300.0
2001-07-30,69500.0
2001-08-06,69850.0
2001-08-13,69700.0
2001-08-20,69990.0
2001-08-27,69950.0
2001-09-03,70000.0
2001-09-10,68500.0
2001-09-17,65700.0
2001-09-24,70800.0
2001-10-01,73700.0
2001-10-08,75300.0
2001-10-15,75100.0
2001-10-22,75000.0
2001-10-29,72500.0
2001-11-05,73000.0
2001-11-12,69700.0
2001-11-19,68000.0
2001-11-26,71000.0
2001-12-03,70900.0
2001-12-10,69950.0
2001-12-17,72000.0
2001-12-24,73900.0
2001-12-31,75600.0
2002-01-07,74300.0
2002-01-14,74900.0
2002-01-21,74800.0
2002-01-28,74500.0
2002-02-04,73500.0
2002-02-11,74000.0
2002-02-18,74000.0
2002-02-25,73900.0
2002-03-04,73000.0
2002-03-11,73000.0
2002-03-18,74500.0
2002-03-25,72000.0
2002-04-01,72500.0
2002-04-08,72000.0
2002-04-15,71800.0
2002-04-22,72200.0
2002-04-29,74850.0
2002-05-06,76000.0
2002-05-13,78500.0
2002-05-20,78200.0
2002-05-27,77000.0
2002-06-03,75400.0
2002-06-10,74500.0
2002-06-17,73990.0
2002-06-24,72200.0
2002-07-01,68200.0
2002-07-08,70100.0
2002-07-15,67600.0
2002-07-22,66200.0
2002-07-29,70600.0
2002-08-05,71500.0
2002-08-12,75000.0
2002-08-19,75200.0
2002-08-26,75600.0
2002-09-02,74200.0
2002-09-09,75900.0
2002-09-16,75500.0
2002-09-23,74000.0
2002-09-30,74800.0
2002-10-07,73500.0
2002-10-14,75000.0
2002-10-21,74500.0
2002-10-28,74190.0
2002-11-04,74700.0
2002-11-11,74700.0
2002-11-18,74050.0
2002-11-25,72500.0
2002-12-02,73200.0
2002-12-09,73000.0
2002-12-16,72200.0
2002-12-23,72900.0
2002-12-30,73005.0
2003-01-06,72500.0
2003-01-13,71000.0
2003-01-20,69500.0
2003-01-27,68400.0
2003-02-03,68490.0
2003-02-10,64500.0
2003-02-17,64500.0
2003-02-24,63800.0
2003-03-03,65000.0
2003-03-10,68650.0
2003-03-17,69500.0
2003-03-24,68000.0
2003-03-31,69900.0
2003-04-07,70500.0
2003-04-14,72100.0
2003-04-21,73600.0
2003-04-28,71100.0
2003-05-05,73990.0
2003-05-12,74200.0
2003-05-19,74100.0
2003-05-26,74200.0
2003-06-02,73200.0
2003-06-09,73300.0
2003-06-16,74995.0
2003-06-23,75500.0
2003-06-30,73400.0
2003-07-07,73700.0
2003-07-14,74500.0
2003-07-21,72200.0
2003-07-28,72700.0
2003-08-04,72400.0
2003-08-11,75900.0
2003-08-18,76400.0
2003-08-25,76175.0
2003-09-01,76000.0
2003-09-08,76000.0
2003-09-15,76300.0
2003-09-22,75990.0
2003-09-29,76500.0
2003-10-06,76000.0
2003-10-13,77800.0
2003-10-20,77200.0
2003-10-27,78100.0
2003-11-03,80400.0
2003-11-10,81800.0
2003-11-17,82650.0
2003-11-24,84500.0
2003-12-01,84500.0
2003-12-08,84300.0
2003-12-15,84000.0
2003-12-22,84100.0
2003-12-29,84700.0
2004-01-05,86450.0
2004-01-12,86375.0
2004-01-19,90200.0
2004-01-26,90500.0
2004-02-02,91000.0
2004-02-09,92400.0
2004-02-16,93700.0
2004-02-23,95700.0
2004-03-01,94500.0
2004-03-08,94900.0
2004-03-15,93100.0
2004-03-22,92200.0
2004-03-29,94800.0
2004-04-05,95500.0
2004-04-12,95650.0
2004-04-19,93400.0
2004-04-26,93700.0
2004-05-03,93700.0
2004-05-10,90800.0
2004-05-17,90100.0
2004-05-24,89600.0
2004-05-31,90300.0
2004-06-07,90300.0
2004-06-14,89770.0
2004-06-21,87900.0
2004-06-28,89995.0
2004-07-05,90600.0
2004-07-12,90750.0
2004-07-19,90500.0
2004-07-26,88100.0
2004-08-02,86800.0
2004-08-09,86175.0
2004-08-16,87010.0
2004-08-23,87000.0
2004-08-30,87000.0
2004-09-06,87400.0
2004-09-13,86500.0
2004-09-20,87500.0
2004-09-27,86650.0
2004-10-04,86200.0
2004-10-11,86600.0
2004-10-18,85900.0
2004-10-25,85500.0
2004-11-01,85200.0
2004-11-08,85200.0
2004-11-15,86350.0
2004-11-22,85100.0
2004-11-29,85900.0
2004-12-06,85500.0
2004-12-13,86600.0
2004-12-20,89400.0
2004-12-27,89500.0
2005-01-03,88000.0
2005-01-10,87790.0
2005-01-17,90500.0
2005-01-24,90300.0
2005-01-31,91000.0
2005-02-07,92000.0
2005-02-14,91900.0
2005-02-21,91100.0
2005-02-28,90805.0
2005-03-07,91050.0
2005-03-14,90800.0
2005-03-21,88200.0
2005-03-28,87700.0
2005-04-04,88900.0
2005-04-11,88100.0
2005-04-18,86375.0
2005-04-25,85000.0
2005-05-02,86210.0
2005-05-09,84500.0
2005-05-16,84100.0
2005-05-23,85800.0
2005-05-30,85600.0
2005-06-06,83900.0
2005-06-13,84400.0
2005-06-20,84300.0
2005-06-27,83850.0
2005-07-04,85450.0
2005-07-11,85400.0
2005-07-18,84000.0
2005-07-25,84200.0
2005-08-01,84300.0
2005-08-08,84200.0
2005-08-15,85200.0
2005-08-22,84800.0
2005-08-29,83300.0
2005-09-05,84600.0
2005-09-12,83800.0
2005-09-19,83200.0
2005-09-26,84100.0
2005-10-03,83200.0
2005-10-10,84900.0
2005-10-17,84990.0
2005-10-24,85390.0
2005-10-31,88600.0
2005-11-07,90900.0
2005-11-14,90450.0
2005-11-21,89300.0
2005-11-28,91200.0
2005-12-05,90700.0
2005-12-12,89900.0
2005-12-19,89400.0
2005-12-26,88975.0
2006-01-02,90300.0
2006-01-09,89900.0
2006-01-16,90200.0
2006-01-23,89850.0
2006-01-30,89600.0
2006-02-06,88300.0
2006-02-13,88490.0
2006-02-20,87500.0
2006-02-27,87700.0
2006-03-06,90200.0
2006-03-13,90600.0
2006-03-20,90300.0
2006-03-27,90425.0
2006-04-03,90650.0
2006-04-10,89000.0
2006-04-17,87000.0
2006-04-24,89000.0
2006-05-01,89700.0
2006-05-08,90200.0
2006-05-15,93000.0
2006-05-22,93100.0
2006-05-29,92700.0
2006-06-05,91900.0
2006-06-12,92500.0
2006-06-19,92600.0
2006-06-26,92200.0
2006-07-03,92100.0
2006-07-10,91600.0
2006-07-17,91000.0
2006-07-24,91500.0
2006-07-31,92000.0
2006-08-07,93700.0
2006-08-14,95572.0
2006-08-21,96700.0
2006-08-28,96500.0
2006-09-04,96400.0
2006-09-11,97100.0
2006-09-18,96850.0
2006-09-25,96100.0
2006-10-02,100100.0
2006-10-09,100000.0
2006-10-16,100000.0
2006-10-23,105450.0
2006-10-30,105600.0
2006-11-06,108800.0
2006-11-13,107900.0
2006-11-20,107800.0
2006-11-27,107800.0
2006-12-04,110000.0
2006-12-11,113700.0
2006-12-18,114500.0
2006-12-25,110300.0
2007-01-01,110600.0
2007-01-08,110200.0
2007-01-15,110400.0
2007-01-22,110100.0
2007-01-29,110700.0
2007-02-05,109300.0
2007-02-12,109450.0
2007-02-19,109400.0
2007-02-26,107850.0
2007-03-05,109550.0
2007-03-12,109700.0
2007-03-19,109350.0
2007-03-26,108990.0
2007-04-02,109100.0
2007-04-09,110000.0
2007-04-16,110000.0
2007-04-23,109850.0
2007-04-30,109500.0
2007-05-07,110490.0
2007-05-14,109990.0
2007-05-21,109990.0
2007-05-28,109800.0
2007-06-04,109900.0
2007-06-11,109900.0
2007-06-18,109400.0
2007-06-25,109475.0
2007-07-02,111880.0
2007-07-09,112000.0
2007-07-16,110800.0
2007-07-23,110550.0
2007-07-30,110300.0
2007-08-06,113390.0
2007-08-13,118500.0
2007-08-20,120800.0
2007-08-27,119910.0
2007-09-03,120200.0
2007-09-10,120000.0
2007-09-17,119900.0
2007-09-24,118750.0
2007-10-01,121100.0
2007-10-08,128300.0
2007-10-15,129995.0
2007-10-22,128110.0
2007-10-29,133050.0
2007-11-05,135600.0
2007-11-12,138600.0
2007-11-19,136800.0
2007-11-26,140700.0
2007-12-03,150900.0
2007-12-10,151650.0
2007-12-17,140000.0
2007-12-24,141400.0
2007-12-31,144300.0
2008-01-07,135500.0
2008-01-14,134400.0
2008-01-21,145000.0
2008-01-28,141400.0
2008-02-04,138500.0
2008-02-11,145300.0
2008-02-18,145900.0
2008-02-25,141000.0
2008-03-03,139000.0
2008-03-10,133990.0
2008-03-17,130690.0
2008-03-24,134000.0
2008-03-31,135500.0
2008-04-07,132990.0
2008-04-14,131300.0
2008-04-21,128900.0
2008-04-28,135000.0
2008-05-05,133190.0
2008-05-12,126000.0
2008-05-19,125200.0
2008-05-26,134770.0
2008-06-02,135450.0
2008-06-09,128600.0
2008-06-16,127420.0
2008-06-23,124600.0
2008-06-30,120750.0
2008-07-07,119850.0
2008-07-14,118200.0
2008-07-21,119400.0
2008-07-28,116990.0
2008-08-04,117600.0
2008-08-11,120100.0
2008-08-18,119690.0
2008-08-25,118500.0
2008-09-01,120950.0
2008-09-08,121000.0
2008-09-15,147000.0
2008-09-22,143500.0
2008-09-29,140900.0
2008-10-06,133650.0
2008-10-13,122200.0
2008-10-20,125450.0
2008-10-27,115750.0
2008-11-03,119200.0
2008-11-10,112500.0
2008-11-17,99700.0
2008-11-24,105050.0
2008-12-01,103400.0
2008-12-08,107500.0
2008-12-15,101300.0
2008-12-22,97310.0
2008-12-29,99990.0
2009-01-05,102600.0
2009-01-12,96890.0
2009-01-19,90675.0
2009-01-26,90575.0
2009-02-02,91300.0
2009-02-09,91200.0
2009-02-16,86900.0
2009-02-23,81600.0
2009-03-02,76350.0
2009-03-09,86500.0
2009-03-16,85300.0
2009-03-23,91900.0
2009-03-30,92490.0
2009-04-06,92888.0
2009-04-13,92500.0
2009-04-20,90000.0
2009-04-27,95500.0
2009-05-04,95499.0
2009-05-11,93780.0
2009-05-18,93500.0
2009-05-25,92605.0
2009-06-01,93010.0
2009-06-08,91904.0
2009-06-15,90700.0
2009-06-22,87578.0
2009-06-29,90990.0
2009-07-06,88600.0
2009-07-13,90975.0
2009-07-20,95300.0
2009-07-27,97900.0
2009-08-03,108450.0
2009-08-10,106999.0
2009-08-17,101998.0
2009-08-24,102840.0
2009-08-31,100850.0
2009-09-07,99600.0
2009-09-14,104875.0
2009-09-21,103269.0
2009-09-28,101949.0
2009-10-05,101400.0
2009-10-12,102370.0
2009-10-19,101700.0
2009-10-26,101100.0
2009-11-02,103621.0
2009-11-09,105980.0
2009-11-16,104101.0
2009-11-23,104388.0
2009-11-30,101300.0
2009-12-07,100200.0
2009-12-14,100899.0
2009-12-21,99500.0
2009-12-28,99280.0
2010-01-04,100300.0
2010-01-11,100750.0
2010-01-18,109995.0
2010-01-25,116650.0
2010-02-01,116910.0
2010-02-08,116337.0
2010-02-15,118950.0
2010-02-22,120155.0
2010-03-01,125050.0
2010-03-08,140711.0
2010-03-15,124428.0
2010-03-22,123515.0
2010-03-29,122898.0
2010-04-05,122908.0
2010-04-12,121610.0
2010-04-19,120177.0
2010-04-26,119499.0
2010-05-03,117950.0
2010-05-10,118116.0
2010-05-17,116000.0
2010-05-24,110068.0
2010-05-31,108955.0
2010-06-07,112025.0
2010-06-14,120000.0
2010-06-21,122300.0
2010-06-28,121999.0
2010-07-05,119899.0
2010-07-12,120266.0
2010-07-19,118336.0
2010-07-26,119110.0
2010-08-02,121385.0
2010-08-09,121273.0
2010-08-16,119235.0
2010-08-23,118100.0
2010-08-30,122465.0
2010-09-06,124025.0
2010-09-13,126199.0
2010-09-20,128730.0
2010-09-27,125758.0
2010-10-04,125706.0
2010-10-11,126568.0
2010-10-18,125344.0
2010-10-25,125894.0
2010-11-01,125649.0
2010-11-08,124500.0
2010-11-15,121525.0
2010-11-22,120690.0
2010-11-29,122070.0
2010-12-06,121698.0
2010-12-13,121270.0
2010-12-20,121029.0
2010-12-27,120450.0
2011-01-03,121426.0
2011-01-10,122475.0
2011-01-17,123100.0
2011-01-24,125036.0
2011-01-31,125720.0
2011-02-07,127400.0
2011-02-14,128219.0
2011-02-21,127841.0
2011-02-28,131463.0
2011-03-07,129700.0
2011-03-14,127101.0
2011-03-21,128251.0
2011-03-28,128250.0
2011-04-04,125751.0
2011-04-11,123559.0
2011-04-18,123691.0
2011-04-25,125599.0
2011-05-02,123830.0
2011-05-09,122118.0
2011-05-16,120264.0
2011-05-23,118059.0
2011-05-30,118775.0
2011-06-06,114235.0
2011-06-13,113850.0
2011-06-20,115206.0
2011-06-27,117250.0
2011-07-04,116865.0
2011-07-11,115402.0
2011-07-18,116322.0
2011-07-25,114432.0
2011-08-01,113445.0
2011-08-08,109640.0
2011-08-15,110000.0
2011-08-22,107533.0
2011-08-29,110450.0
2011-09-05,106120.0
2011-09-12,107729.0
2011-09-19,106168.0
2011-09-26,111555.0
2011-10-03,110800.0
2011-10-10,112975.0
2011-10-17,116329.0
2011-10-24,120755.0
2011-10-31,119508.0
2011-11-07,117527.0
2011-11-14,115203.0
2011-11-21,113145.0
2011-11-28,118500.0
2011-12-05,118350.0
2011-12-12,116685.0
2011-12-19,116689.0
2011-12-26,117026.0
2012-01-02,117390.0
2012-01-09,117850.0
2012-01-16,119800.0
2012-01-23,120000.0
2012-01-30,120000.0
2012-02-06,119982.0
2012-02-13,119425.0
2012-02-20,120125.0
2012-02-27,120627.0
2012-03-05,119292.0
2012-03-12,122238.0
2012-03-19,122420.0
2012-03-26,123578.0
2012-04-02,123000.0
2012-04-09,120500.0
2012-04-16,121480.0
2012-04-23,120990.0
2012-04-30,122275.0
2012-05-07,123868.0
2012-05-14,122230.0
2012-05-21,121562.0
2012-05-28,120400.0
2012-06-04,122005.0
2012-06-11,123734.0
2012-06-18,124564.0
2012-06-25,124950.0
2012-07-02,125719.0
2012-07-09,126715.0
2012-07-16,127988.0
2012-07-23,128040.0
2012-07-30,128538.0
2012-08-06,129040.0
2012-08-13,128880.0
2012-08-20,128876.0
2012-08-27,128624.0
2012-09-03,130039.0
2012-09-10,133789.0
2012-09-17,134892.0
2012-09-24,134535.0
2012-10-01,136100.0
2012-10-08,135915.0
2012-10-15,136345.0
2012-10-22,134000.0
2012-10-29,132638.0
2012-11-05,131066.0
2012-11-12,130110.0
2012-11-19,132606.0
2012-11-26,132956.0
2012-12-03,132850.0
2012-12-10,135010.0
2012-12-17,136208.0
2012-12-24,135002.0
2012-12-31,141476.0
2013-01-07,142050.0
2013-01-14,143792.0
2013-01-21,147312.0
2013-01-28,148562.0
2013-02-04,147350.0
2013-02-11,153090.0
2013-02-18,153160.0
2013-02-25,153739.0
2013-03-04,156186.0
2013-03-11,156455.0
2013-03-18,154251.0
2013-03-25,156634.0
2013-04-01,158330.0
2013-04-08,160525.0
2013-04-15,161175.0
2013-04-22,161969.0
2013-04-29,163771.0
2013-05-06,167780.0
2013-05-13,169558.0
2013-05-20,170250.0
2013-05-27,172450.0
2013-06-03,173256.0
2013-06-10,173810.0
2013-06-17,173399.0
2013-06-24,170550.0
2013-07-01,172360.0
2013-07-08,176000.0
2013-07-15,178533.0
2013-07-22,178900.0
2013-07-29,177604.0
2013-08-05,178547.0
2013-08-12,176447.0
2013-08-19,173153.0
2013-08-26,172360.0
2013-09-02,169299.0
2013-09-09,171361.0
2013-09-16,176783.0
2013-09-23,175300.0
2013-09-30,171602.0
2013-10-07,173638.0
2013-10-14,176300.0
2013-10-21,176360.0
2013-10-28,176465.0
2013-11-04,173929.0
2013-11-11,174443.0
2013-11-18,175908.0
2013-11-25,175856.0
2013-12-02,175000.0
2013-12-09,176140.0
2013-12-16,175600.0
2013-12-23,177320.0
2013-12-30,177950.0
2014-01-06,177199.0
2014-01-13,173999.0
2014-01-20,173800.0
2014-01-27,170499.0
2014-02-03,169599.0
2014-02-10,173833.0
2014-02-17,172999.0
2014-02-24,173717.0
2014-03-03,184355.0
2014-03-10,188852.0
2014-03-17,188598.0
2014-03-24,188380.0
2014-03-31,188000.0
2014-04-07,186984.0
2014-04-14,191506.0
2014-04-21,191880.0
2014-04-28,194530.0
2014-05-05,194670.0
2014-05-12,192320.0
2014-05-19,191000.0
2014-05-26,193000.0
2014-06-02,192908.0
2014-06-09,192878.0
2014-06-16,191860.0
2014-06-23,191059.0
2014-06-30,193649.0
2014-07-07,193597.0
2014-07-14,193860.0
2014-07-21,193450.0
2014-07-28,192948.0
2014-08-04,196391.0
2014-08-11,203355.0
2014-08-18,205169.0
2014-08-25,205880.0
2014-09-01,208474.0
2014-09-08,208341.0
2014-09-15,213612.0
2014-09-22,211079.0
2014-09-29,209420.0
2014-10-06,210359.0
2014-10-13,208387.0
2014-10-20,209251.0
2014-10-27,212300.0
2014-11-03,215925.0
2014-11-10,219817.0
2014-11-17,220369.0
2014-11-24,224070.0
2014-12-01,225981.0
2014-12-08,229374.0
2014-12-15,229300.0
2014-12-22,229000.0
2014-12-29,228870.0
2015-01-05,227500.0
2015-01-12,226420.0
2015-01-19,225441.0
2015-01-26,224517.0
2015-02-02,227450.0
2015-02-09,225820.0
2015-02-16,224000.0
2015-02-23,224010.0
2015-03-02,221900.0
2015-03-09,220845.0
2015-03-16,220546.0
2015-03-23,219999.0
2015-03-30,220000.0
2015-04-06,217401.0
2015-04-13,216160.0
2015-04-20,215575.0
2015-04-27,215930.0
2015-05-04,222880.0
2015-05-11,223011.0
2015-05-18,220650.0
2015-05-25,217905.0
2015-06-01,216420.0
2015-06-08,212740.0
2015-06-15,214800.0
2015-06-22,214200.0
2015-06-29,208620.0
2015-07-06,210500.0
2015-07-13,216001.0
2015-07-20,217100.0
2015-07-27,215600.0
2015-08-03,216000.0
2015-08-10,215300.0
2015-08-17,213700.0
2015-08-24,205780.0
2015-08-31,204300.0
2015-09-07,202700.0
2015-09-14,201330.0
2015-09-21,197300.0
2015-09-28,199750.0
2015-10-05,201595.0
2015-10-12,202055.0
2015-10-19,207002.0
2015-10-26,207776.0
2015-11-02,207780.0
2015-11-09,203435.0
2015-11-16,206069.0
2015-11-23,205130.0
2015-11-30,205015.0
2015-12-07,204473.0
2015-12-14,204100.0
2015-12-21,203600.0
2015-12-28,201800.0
2016-01-04,197880.0
2016-01-11,194810.0
2016-01-18,192938.0
2016-01-25,194650.0
2016-02-01,195190.0
2016-02-08,194700.0
2016-02-15,199001.0
2016-02-22,200000.0
2016-02-29,207945.0
2016-03-07,211600.0
2016-03-14,214560.0
2016-03-21,214538.0
2016-03-28,215950.0
2016-04-04,215600.0
2016-04-11,216250.0
2016-04-18,219600.0
2016-04-25,221985.0
2016-05-02,220640.0
2016-05-09,217280.0
2016-05-16,213680.0
2016-05-23,217300.0
2016-05-30,216070.0
2016-06-06,214000.0
2016-06-13,213925.0
2016-06-20,218850.0
2016-06-27,217210.0
2016-07-04,215550.0
2016-07-11,219940.0
2016-07-18,220360.0
2016-07-25,217600.0
2016-08-01,218150.0
2016-08-08,222030.0
2016-08-15,224000.0
2016-08-22,223870.0
2016-08-29,226490.0
2016-09-05,226340.0
2016-09-12,224000.0
2016-09-19,220500.0
2016-09-26,218200.0
2016-10-03,217370.0
2016-10-10,218470.0
2016-10-17,218500.0
2016-10-24,217810.0
2016-10-31,217090.0
2016-11-07,235870.0
2016-11-14,237893.0
2016-11-21,238590.0
2016-11-28,240200.0
2016-12-05,248820.0
2016-12-12,250786.0
2016-12-19,249929.0
2016-12-26,248625.0
2017-01-02,246730.0
2017-01-09,244990.0
2017-01-16,242300.0
2017-01-23,247640.0
2017-01-30,247775.0
2017-02-06,246950.0
2017-02-13,252860.0
2017-02-20,255200.0
2017-02-27,266445.0
2017-03-06,263900.0
2017-03-13,263340.0
2017-03-20,259270.0
2017-03-27,253000.0
2017-04-03,252424.0
2017-04-10,250930.0
2017-04-17,247950.0
2017-04-24,253390.0
2017-05-01,252000.0
2017-05-08,250000.0
2017-05-15,246450.0
2017-05-22,248820.0
2017-05-29,250600.0
2017-06-05,255180.0
2017-06-12,257698.0
2017-06-19,257945.0
2017-06-21,256400.0
